ID,List,Age,Gender,NatLang_AE,KnowOtherLang,GrewUpWithOtherLangInHousehould,LangDis,Vocab,Vocab.MedSplit,ART(Hit-FalseAl),ART.MedSplit,MeanAcc_Total,Condition,Coherence,Ambiguity,Accuracy,TrialDwell,KEY_FF,KEY_GazeDur,KEY_RegrPath,KEY_ProbRegrOut,KEY_SecPass,COHCUE_FF,COHCUE_GazeDur,COHCUE_RegrPath,COHCUE_ProbRegrOut,COHCUE_SecPass,SPILLOVER_FF,SPILLOVER_GazeDur,SPILLOVER_RegrPath,SPILLOVER_ProbRegrOut,SPILLOVER_SecPass
s059,3,20,f,1,0,0,0,64,low,7,low,0.683274021,Anom_Amb,Anom,Amb,0.583333333,8912.285714,269.8571429,269.8571429,708.1428571,0.285714286,254.6,262.1428571,331.1428571,520.8571429,0.142857143,433.4,275.8571429,714.5714286,2419.571429,0.571428571,508.1666667
s060,4,34,f,1,0,0,0,58,low,8,low,0.829181495,Anom_Amb,Anom,Amb,0.545454545,4111.333333,249.2,249.2,249.2,0,248.5,193.5,230.1666667,458.5,0.333333333,314.5,220,220,220,0,208
s061,1,19,f,1,0,0,0,56,low,13,high,0.786476868,Anom_Amb,Anom,Amb,0.661971831,2068.531915,214.6,214.6,214.6,0,353,238.5714286,238.5714286,238.5714286,0,417,218,254.2857143,504,0.571428571,125
s062,2,23,f,1,0,0,0,58,low,12,low,0.743772242,Anom_Amb,Anom,Amb,0.833333333,4080.3,240.75,272.5,318.125,0.125,194.2857143,230.4,230.4,230.4,0,268.4,221.9,272.4,555.6,0.2,221.8
s063,3,19,m,1,0,0,0,64,low,14,high,0.786476868,Anom_Amb,Anom,Amb,0.75,5886.777778,283.6666667,309.6666667,508,0.333333333,338.3333333,280.3333333,298.8888889,331.8888889,0.111111111,200.6666667,261.3333333,336.4444444,1552.222222,0.777777778,437
s064,4,18,f,1,0,0,0,41,low,1,low,0.829181495,Anom_Amb,Anom,Amb,0.909090909,5527.3,238.7,405.7,674.4,0.3,377.625,287.6,529.8,529.8,0,264,275,369,497.7777778,0.222222222,215
s065,1,22,f,1,0,0,0,52,low,6,low,0.743772242,Anom_Amb,Anom,Amb,0.915492958,4289.246154,259,312.3636364,312.3636364,0,261.4285714,249.4,308,504.8,0.2,207.6666667,214.7,375.9,1179.8,0.7,215.6
s066,2,22,f,1,0,0,0,64,low,5,low,0.829181495,Anom_Amb,Anom,Amb,0.916666667,3970.272727,224.1111111,251,492.4444444,0.222222222,226.4285714,240.4545455,421.0909091,677.3636364,0.363636364,207.4,194.6,322.5,1381.8,0.8,234
s067,3,18,f,1,0,0,0,65,low,18,high,0.8113879,Anom_Amb,Anom,Amb,0.833333333,3123.7,244.6,289,302.3,0.1,316.3333333,208.8,220.1,298.2,0.2,278,218,419.9,571.3,0.2,114
s068,4,20,f,1,1,0,0,69,high,10,low,0.914590747,Anom_Amb,Anom,Amb,0.727272727,4847.75,279.5,279.5,369.3333333,0.333333333,296,249.375,249.375,366.125,0.5,306.5,277.25,366.125,425.125,0.125,252.5
s069,1,21,f,1,1,0,0,69,high,9,low,0.829181495,Anom_Amb,Anom,Amb,1,4802.732394,228.2727273,253.1818182,320.8181818,0.181818182,239.8888889,251.4166667,308.6666667,481.6666667,0.333333333,228.8,291.5,530.5,1304.083333,0.5,238.2
s070,2,21,f,1,0,0,0,74,high,20,high,0.722419929,Anom_Amb,Anom,Amb,0.75,2901.555556,216.6666667,238.4444444,238.4444444,0,NA,224.4444444,224.4444444,224.4444444,0,315.5,199.4285714,199.4285714,199.4285714,0,NA
s071,3,19,f,1,0,0,0,50,low,11,low,0.87544484,Anom_Amb,Anom,Amb,0.916666667,4901.272727,239.5454545,258.6363636,258.6363636,0,322,282.9,353.9,353.9,0,313.5714286,266.5454545,390.6363636,897.8181818,0.454545455,240.8
s072,4,24,m,1,0,0,0,65,low,19,high,0.768683274,Anom_Amb,Anom,Amb,0.727272727,3435.875,255.375,299.375,479.625,0.375,312.3333333,255.625,294.75,333,0.125,175,275.125,344.5,585,0.25,219
s073,1,21,m,1,0,0,0,74,high,14,high,0.850533808,Anom_Amb,Anom,Amb,1,5095.28169,258.1818182,302.0909091,391.2727273,0.090909091,330.7,242.7272727,308.2727273,341.5454545,0.090909091,285,281,358.5833333,617,0.333333333,257.8333333
s074,2,24,f,1,0,0,0,65,low,4,low,0.829181495,Anom_Amb,Anom,Amb,0.916666667,5503.363636,253.3636364,253.3636364,421.7272727,0.272727273,350,291.2727273,320.9090909,493.7272727,0.181818182,312.2857143,300.9,447.4,1320.9,0.4,291.2
s075,3,19,m,1,0,0,0,60,low,6,low,0.679715302,Anom_Amb,Anom,Amb,0.666666667,3559,232.4285714,232.4285714,402.2857143,0.285714286,169.6666667,245,245,245,0,173,181.8571429,434,1106.428571,0.428571429,491
s076,4,20,m,1,0,0,0,70,high,11,low,0.850533808,Anom_Amb,Anom,Amb,0.636363636,2521.285714,331.8,331.8,331.8,0,166,222.4,222.4,222.4,0,237,527,618.2,723.6,0.2,NA
s077,1,19,f,1,0,0,0,68,high,13,high,0.765124555,Anom_Amb,Anom,Amb,0.915492958,3297.615385,253.2222222,253.2222222,253.2222222,0,NA,272.7272727,272.7272727,281.2727273,0.090909091,119,324.8,541.4,613.9,0.1,316.3333333
s078,2,21,f,1,0,0,0,59,low,6,low,0.765124555,Anom_Amb,Anom,Amb,0.583333333,7275.571429,237.1666667,237.1666667,237.1666667,0,392.8333333,327.4285714,342.4285714,775.1428571,0.428571429,328,331.5714286,355.7142857,2504,0.571428571,548.4
s079,3,22,m,1,0,0,0,69,high,14,high,0.790035587,Anom_Amb,Anom,Amb,0.833333333,2739.7,197.875,197.875,197.875,0,309,224,277.5,298.75,0.125,218.3333333,217.9,268.9,421.4,0.3,258.5
s080,4,20,f,1,0,0,0,57,low,11,low,0.807829181,Anom_Amb,Anom,Amb,0.727272727,4635.875,239.75,308.125,446.875,0.25,204.3333333,239.5,315.375,380.125,0.125,352.3333333,296,318.5714286,853.4285714,0.428571429,311
s081,1,23,f,1,0,0,0,78,high,41,high,0.829181495,Anom_Amb,Anom,Amb,0.915492958,3448.261538,214.8,214.8,358.4,0.2,236,200.4545455,217.4545455,258.6363636,0.090909091,236.75,187.2727273,210.9090909,926.1818182,0.545454545,250
s082,2,18,m,1,0,0,0,53,low,9,low,0.807829181,Anom_Amb,Anom,Amb,0.583333333,4963,222,310.3333333,310.3333333,0,172,284.3333333,387.3333333,426.3333333,0.166666667,615.5,321,518.7142857,845.1428571,0.428571429,174
s083,3,19,m,1,0,0,0,65,low,8,low,0.854092527,Anom_Amb,Anom,Amb,1,4013.666667,199.4,212.3,328.4,0.4,228,233.4,263,400.3,0.3,219.25,197.5,420.5833333,960.5833333,0.75,308.6
s084,4,19,f,1,0,0,0,66,high,4,low,0.743772242,Anom_Amb,Anom,Amb,0.727272727,5896,295.5,331.625,447,0.25,268.5,267.875,282.75,637.625,0.5,214.3333333,205,241.5714286,1977.142857,0.571428571,332.6666667
s085,1,20,m,1,0,0,0,68,high,12,low,0.807829181,Anom_Amb,Anom,Amb,0.830985915,5046.186441,215,233.5,233.5,0,174,283.9,344.5,432.2,0.1,217,304.7777778,377.5555556,2076.777778,0.888888889,314.7142857
s086,2,20,f,1,0,0,0,70,high,13,high,0.807829181,Anom_Amb,Anom,Amb,0.75,2927.555556,257.25,257.25,257.25,0,184,259,259,259,0,NA,403.8888889,488.1111111,792.8888889,0.444444444,92
s087,3,21,f,1,0,0,0,51,low,7,low,0.8113879,Anom_Amb,Anom,Amb,0.916666667,3588.909091,344.4285714,344.4285714,360.2857143,0.142857143,NA,272.2222222,293.7777778,331.1111111,0.111111111,332,285.0909091,412.0909091,783.0909091,0.545454545,357.6
s088,4,21,f,1,0,0,0,67,high,13,high,0.786476868,Anom_Amb,Anom,Amb,0.727272727,4049.625,211.8333333,211.8333333,490.1666667,0.5,254.6,261.2857143,261.2857143,291.8571429,0.142857143,198,253.7142857,288.2857143,386.1428571,0.142857143,NA
s089,1,19,m,1,0,0,0,65,low,14,high,0.871886121,Anom_Amb,Anom,Amb,0.915492958,4225.123077,253.7272727,264,317,0.090909091,283.9,229.2727273,244.3636364,244.3636364,0,307.1428571,224.1,293.3,1179.4,0.7,228
s090,2,19,f,1,0,0,0,61,low,21,high,0.807829181,Anom_Amb,Anom,Amb,0.75,4110.444444,220,220,281.625,0.125,232.5,251.7777778,270.1111111,270.1111111,0,291.4,300.5555556,311.6666667,922.1111111,0.777777778,351.25
s091,3,22,m,1,0,0,0,69,high,9,low,0.850533808,Anom_Amb,Anom,Amb,0.75,3225.444444,302.6666667,320.1111111,377.3333333,0.111111111,188.5,283.1111111,319.3333333,319.3333333,0,NA,276.8888889,324.7777778,406.3333333,0.222222222,NA
s092,4,19,m,1,0,0,0,77,high,31,high,0.893238434,Anom_Amb,Anom,Amb,0.818181818,2243.555556,200,227.4444444,272.8888889,0,205,187.125,203.375,203.375,0,NA,228.1111111,260.5555556,461.1111111,0.444444444,NA
s093,1,20,m,1,0,0,0,73,high,19,high,0.829181495,Anom_Amb,Anom,Amb,0.830985915,5129.711864,317.7777778,317.7777778,345.7777778,0,311.75,253,338.875,755,0.25,516.6666667,360.3333333,605.1111111,1000,0.333333333,521.5
s094,2,20,f,1,0,0,0,60,low,10,low,0.701067616,Anom_Amb,Anom,Amb,0.75,2532.111111,167.8333333,198,298.5,0.166666667,170,191,250.3333333,250.3333333,0,NA,245.5555556,263,444.7777778,0.222222222,420.25
s096,4,22,f,1,0,0,0,66,high,3,low,0.701067616,Anom_Amb,Anom,Amb,0.545454545,4708.333333,335.6666667,364.1666667,364.1666667,0,224,370.75,370.75,514,0.5,224,406.8333333,448.6666667,598.3333333,0.333333333,340
s098,2,18,f,1,0,0,0,67,high,15,high,0.850533808,Anom_Amb,Anom,Amb,0.916666667,3684.818182,232.5454545,232.5454545,356.4545455,0.181818182,381,252.6666667,274,298.2222222,0.111111111,226,324.5454545,408.6363636,558.3636364,0.272727273,196
s099,3,23,f,1,0,0,0,72,high,15,high,0.918149466,Anom_Amb,Anom,Amb,1,3725.083333,250.6666667,250.6666667,310.3333333,0.25,304.5555556,283,368.5,368.5,0,354.5,283,390.75,829.4166667,0.416666667,304.5
s100,3,22,f,1,0,0,0,63,low,0,low,0.896797153,Anom_Amb,Anom,Amb,0.916666667,4572.363636,268.6363636,390.0909091,407.6363636,0.090909091,242.5,255,372.9090909,372.9090909,0,235,238.4545455,361.1818182,490.6363636,0.181818182,298.75
s101,2,20,f,1,0,0,0,70,high,12,low,0.765124555,Anom_Amb,Anom,Amb,0.75,3724.888889,266.125,293.625,394.375,0.25,365.3333333,237.5555556,237.5555556,237.5555556,0,390,345.7777778,386.2222222,725,0.444444444,195
