ID,List,Age,Gender,NatLang_AE,KnowOtherLang,GrewUpWithOtherLangInHousehould,LangDis,Vocab,Vocab.MedSplit,ART(Hit-FalseAl),ART.MedSplit,MeanAcc_Total,Condition,Coherence,Ambiguity,Accuracy,TrialDwell,KEY_FF,KEY_GazeDur,KEY_RegrPath,KEY_ProbRegrOut,KEY_SecPass,COHCUE_FF,COHCUE_GazeDur,COHCUE_RegrPath,COHCUE_ProbRegrOut,COHCUE_SecPass,SPILLOVER_FF,SPILLOVER_GazeDur,SPILLOVER_RegrPath,SPILLOVER_ProbRegrOut,SPILLOVER_SecPass
s026,2,21,f,1,0,1,0,70,high,25,high,0.743772242,Coh_Amb,Coh,Amb,0.363636364,5461.75,172.5,172.5,226.5,0.25,271.5,259.6666667,259.6666667,259.6666667,0,NA,257.5,572.25,1689.25,0.75,337
s027,3,19,f,1,1,0,0,76,high,16,high,0.939501779,Coh_Amb,Coh,Amb,0.76056338,4746.666667,230.4444444,261,352.1111111,0.333333333,253.3333333,257.4285714,334.5714286,334.5714286,0,210.3333333,222.5555556,346.4444444,1525.777778,0.555555556,258
s028,4,20,m,1,0,0,0,64,low,23,high,0.829181495,Coh_Amb,Coh,Amb,0.666666667,3081.5,239,239,239,0,360.3333333,228.8571429,255.4285714,443.2857143,0.285714286,347.4,202.2857143,306,1200.571429,1,172
s029,1,18,f,1,0,0,0,64,low,12,low,0.743772242,Coh_Amb,Coh,Amb,0.5,3390.666667,275,275,275,0,240.5,172.2,202.8,321,0.4,218,231.5,265.1666667,711.3333333,0.5,134.5
s030,2,19,f,1,0,0,0,63,low,18,high,0.765124555,Coh_Amb,Coh,Amb,0.545454545,3862,248,285.5,326.5,0.166666667,147.5,258.3333333,258.3333333,289.3333333,0,282,317.75,372.5,965.75,0.5,324.5
s031,3,18,f,1,0,0,0,46,low,7,low,0.786476868,Coh_Amb,Coh,Amb,0.915492958,5143.523077,292.4285714,292.4285714,292.4285714,0,219,301,508.1,616.7,0.2,315.75,255.9,576.9,1260,0.4,318
s032,4,19,f,1,0,0,0,65,low,11,low,0.850533808,Coh_Amb,Coh,Amb,0.75,4154.777778,242.1111111,242.1111111,264.6666667,0.111111111,385.2,239.6666667,239.6666667,239.6666667,0,209.5,232.6666667,243.5555556,848.5555556,0.333333333,308.3333333
s033,1,19,f,1,0,0,0,70,high,14,high,0.765124555,Coh_Amb,Coh,Amb,0.583333333,3005.285714,289.5,289.5,366.25,0.5,152,258.8,335.2,335.2,0,413,265.5,335.1666667,335.1666667,0,NA
s034,2,21,f,1,0,0,0,52,low,4,low,0.786476868,Coh_Amb,Coh,Amb,0.727272727,4172.625,247,271.2857143,367.4285714,0.142857143,238,274.75,299.25,299.25,0,291.5,274,388.75,614.625,0.25,268.25
s035,3,19,f,1,0,0,0,73,high,16,high,0.832740214,Coh_Amb,Coh,Amb,0.422535211,3368,360.4,360.4,434.4,0.2,328,287.4,287.4,509.2,0,133,277,365.2,742,0.4,86
s036,4,18,m,1,0,0,0,59,low,6,low,0.615658363,Coh_Amb,Coh,Amb,0.833333333,3647.2,171.7142857,185.8571429,282.7142857,0.285714286,413.5,231.625,275.375,539.25,0.5,193,262.625,449.75,1153,0.625,521
s037,1,20,f,1,0,0,0,78,high,17,high,0.765124555,Coh_Amb,Coh,Amb,0.416666667,2667.2,294.2,294.2,294.2,0,NA,235.3333333,235.3333333,235.3333333,0,564,260.2,346.4,594.8,0.4,NA
s038,2,19,f,1,0,0,0,63,low,10,low,0.850533808,Coh_Amb,Coh,Amb,0.727272727,4433.375,245.25,245.25,264.875,0.125,362.75,236.75,261.375,425.5,0.375,274.5,265.1428571,286.4285714,460.5714286,0.285714286,209.3333333
s039,3,19,f,1,0,0,0,72,high,25,high,0.87544484,Coh_Amb,Coh,Amb,0.76056338,2545.333333,218.1428571,218.1428571,218.1428571,0,NA,204.5,204.5,204.5,0,170.6666667,247.3333333,287.1111111,735.1111111,0.666666667,139.6666667
s040,4,21,f,1,0,0,0,74,high,17,high,0.850533808,Coh_Amb,Coh,Amb,0.833333333,4167.1,182.8571429,216.5714286,216.5714286,0,171.25,195,231.7777778,545.3333333,0.444444444,202,256.9,480.9,1040,0.4,308
s041,1,19,f,1,0,0,0,56,low,6,low,0.640569395,Coh_Amb,Coh,Amb,0.416666667,3713,250,317.4,402,0,NA,226,226,263.2,0.2,203.5,206.8,370.6,530.4,0.4,153
s042,2,20,f,1,0,0,0,72,high,10,low,0.871886121,Coh_Amb,Coh,Amb,0.727272727,2903.125,244.2857143,271,344.7142857,0.142857143,287,239,292.1428571,292.1428571,0,155,241,300.625,350.875,0.25,158
s043,3,20,f,1,0,0,0,66,high,5,low,0.725978648,Coh_Amb,Coh,Amb,0.422535211,3078.4,169.8,169.8,295.2,0.2,190,312.2,312.2,312.2,0,159,217.6,504.8,774.8,0.4,382
s044,4,21,f,1,0,0,0,71,high,20,high,0.786476868,Coh_Amb,Coh,Amb,0.5,3456,196.8,196.8,196.8,0,304.8,235,276.1666667,276.1666667,0,369,223,289.3333333,592.6666667,0.333333333,203
s045,1,20,f,1,0,0,0,59,low,13,high,0.786476868,Coh_Amb,Coh,Amb,0.916666667,4525.909091,242.25,242.25,573.75,0.375,183.6666667,222.2,236.8,255.6,0,272,246.0909091,325.1818182,826.2727273,0.454545455,296.4
s047,3,22,f,1,0,1,0,71,high,18,high,0.93594306,Coh_Amb,Coh,Amb,0.915492958,4301.046154,320.7,320.7,368.4,0.1,303.6666667,271.6666667,293.8888889,358.3333333,0.111111111,122.5,280.4,359.8,713.4,0.6,261.4
s048,4,19,f,1,0,0,0,59,low,7,low,0.829181495,Coh_Amb,Coh,Amb,0.833333333,3957.4,215.5555556,215.5555556,369.8888889,0.444444444,242,207.3333333,252.3333333,519.1111111,0.333333333,351,209.4,336,953.3,0.5,181.2
s049,1,18,f,1,0,0,0,53,low,8,low,0.658362989,Coh_Amb,Coh,Amb,0.5,6291.333333,303.6666667,303.6666667,355.3333333,0.166666667,168.5,240.3333333,381,407.1666667,0.166666667,314.75,243.3333333,331.5,1129.5,0.5,289.8
s050,2,20,f,1,0,0,0,71,high,6,low,0.829181495,Coh_Amb,Coh,Amb,0.363636364,4661.5,279.5,389.5,389.5,0,364,218.75,218.75,278.5,0.25,208.5,327.5,457,1008.25,0.5,257
s051,3,22,f,1,1,0,0,64,low,6,low,0.743772242,Coh_Amb,Coh,Amb,0.915492958,3705.969231,195.2,195.2,233.3,0.1,219,202.3,215.7,279.9,0.2,171.6666667,194.3636364,343.6363636,451.3636364,0.090909091,385
s052,4,19,f,1,0,0,0,66,high,15,high,0.786476868,Coh_Amb,Coh,Amb,0.75,2791.666667,258.5,258.5,258.5,0,178,230.75,230.75,551.75,0.5,225.5,262.875,285.75,683,0.625,NA
s053,1,18,f,1,0,0,0,63,low,23,high,0.829181495,Coh_Amb,Coh,Amb,0.583333333,4345,257.6666667,360.3333333,446.8333333,0.166666667,298.5,318.1666667,342.5,342.5,0,449,298.2857143,472.5714286,1036.857143,0.571428571,254
s054,2,20,f,1,0,1,0,62,low,15,high,0.765124555,Coh_Amb,Coh,Amb,0.727272727,4186.5,194.5714286,194.5714286,292,0.142857143,205,175,175,531.8,0.6,202,208,208,547.2857143,0.142857143,286.3333333
s056,4,22,f,1,0,0,0,68,high,21,high,0.765124555,Coh_Amb,Coh,Amb,0.75,4422.333333,198.6666667,198.6666667,198.6666667,0,179,217.3333333,261.4444444,261.4444444,0,382.4,294.4444444,476.3333333,860.5555556,0.444444444,219.75
s057,1,23,f,1,0,0,0,54,low,20,high,0.597864769,Coh_Amb,Coh,Amb,0.583333333,3145.428571,285.3333333,285.3333333,349,0.166666667,233,223,261.5,474.8333333,0.166666667,204,221.8571429,221.8571429,413.1428571,0.285714286,190.4
s058,2,22,f,1,0,0,0,52,low,7,low,0.722419929,Coh_Amb,Coh,Amb,0.454545455,2945.8,237.4,237.4,237.4,0,NA,214.5,214.5,214.5,0,NA,284,453.8,508.4,0,273
s059,3,20,f,1,0,0,0,64,low,7,low,0.683274021,Coh_Amb,Coh,Amb,0.676056338,6448.75,274.4285714,274.4285714,350.7142857,0.428571429,276.6666667,304.5,304.5,443.25,0.375,409.5,313.375,545.375,1963.625,0.5,416
s060,4,34,f,1,0,0,0,58,low,8,low,0.829181495,Coh_Amb,Coh,Amb,0.833333333,3371.9,269.5,299.6,299.6,0,280.5,206.4444444,263.4444444,315.7777778,0.111111111,254.75,211.1,255.7,335.6,0,207.3333333
s061,1,19,f,1,0,0,0,56,low,13,high,0.786476868,Coh_Amb,Coh,Amb,0.583333333,1908,281.4,281.4,281.4,0,NA,242.5,242.5,242.5,0,NA,218.8571429,218.8571429,218.8571429,0,NA
s062,2,23,f,1,0,0,0,58,low,12,low,0.743772242,Coh_Amb,Coh,Amb,0.363636364,3882.75,262.6666667,305,305,0,438.6666667,211.25,211.25,346.5,0.25,162,174.75,224.25,224.25,0,295
s063,3,19,m,1,0,0,0,64,low,14,high,0.786476868,Coh_Amb,Coh,Amb,0.746478873,7644.867925,232,254,732.7777778,0.333333333,448.5,251.4444444,296.3333333,572.4444444,0.222222222,432.25,245,419.125,2698.875,0.75,474
s064,4,18,f,1,0,0,0,41,low,1,low,0.829181495,Coh_Amb,Coh,Amb,0.416666667,4595.4,357.4,399.8,741.6,0.2,499.5,345.4,345.4,345.4,0,334,392.25,442,813,0.5,395
s065,1,22,f,1,0,0,0,52,low,6,low,0.743772242,Coh_Amb,Coh,Amb,0.5,4160.5,214.4,248,327.8,0.2,250.25,257.2,343.6,343.6,0,274.6666667,285.8333333,412.5,1071.166667,0.333333333,229
s066,2,22,f,1,0,0,0,64,low,5,low,0.829181495,Coh_Amb,Coh,Amb,0.454545455,3885.2,243,243,243,0,188,166,234.75,386,0.5,165,199.2,278,1085.2,0.8,158
s067,3,18,f,1,0,0,0,65,low,18,high,0.8113879,Coh_Amb,Coh,Amb,0.507042254,3697.833333,197.5,224,448.1666667,0.333333333,201,207.8333333,228.1666667,242.5,0.166666667,220,209.6666667,300.1666667,431.5,0.166666667,309.3333333
s068,4,20,f,1,1,0,0,69,high,10,low,0.914590747,Coh_Amb,Coh,Amb,0.916666667,4398.181818,206.8888889,206.8888889,206.8888889,0,210.6,240.1,255,343.3,0.2,222.5,344.3,344.3,480.6,0.2,271.6666667
s069,1,21,f,1,1,0,0,69,high,9,low,0.829181495,Coh_Amb,Coh,Amb,0.5,5485.166667,207.3333333,241.6666667,325.6666667,0,256.6,227.1666667,327.8333333,429.3333333,0,333.4,305.3333333,386,1071,0.5,262.4
s070,2,21,f,1,0,0,0,74,high,20,high,0.722419929,Coh_Amb,Coh,Amb,0.545454545,3066.5,186.8333333,203.8333333,203.8333333,0,317.5,202,258.3333333,258.3333333,0,551,212.1666667,299.5,299.5,0,379.6666667
s071,3,19,f,1,0,0,0,50,low,11,low,0.87544484,Coh_Amb,Coh,Amb,0.929577465,4865.727273,260.6666667,260.6666667,279.2222222,0.111111111,292.5,268.2727273,268.2727273,305.3636364,0.181818182,345.8,307.5454545,573.0909091,1091.909091,0.454545455,241.8
s072,4,24,m,1,0,0,0,65,low,19,high,0.768683274,Coh_Amb,Coh,Amb,0.5,3646.166667,247.1666667,247.1666667,247.1666667,0,509.3333333,280.3333333,280.3333333,280.3333333,0,311,252.6666667,357.5,927,0.5,288.6666667
s073,1,21,m,1,0,0,0,74,high,14,high,0.850533808,Coh_Amb,Coh,Amb,0.666666667,4753.75,275.5,306.875,413.625,0,588,283.125,283.125,301.25,0.125,276.3333333,280.125,375.875,615.125,0.25,276.6666667
s074,2,24,f,1,0,0,0,65,low,4,low,0.829181495,Coh_Amb,Coh,Amb,0.545454545,5475,268.5,385.3333333,409.8333333,0.166666667,344.6666667,237.5,237.5,288,0.166666667,388.5,299.1666667,299.1666667,684,0.333333333,627
s075,3,19,m,1,0,0,0,60,low,6,low,0.679715302,Coh_Amb,Coh,Amb,0.492957746,3502.228571,174.5,204.3333333,380.6666667,0.333333333,286.5,259.6666667,376,781.1666667,0.666666667,207,209,276.5,300,0.166666667,NA
s076,4,20,m,1,0,0,0,70,high,11,low,0.850533808,Coh_Amb,Coh,Amb,0.833333333,2090.6,230.2,230.2,230.2,0,NA,212.2857143,212.2857143,254.7142857,0.142857143,219.5,266.875,322.5,393.75,0.25,131
s077,1,19,f,1,0,0,0,68,high,13,high,0.765124555,Coh_Amb,Coh,Amb,0.5,3344.833333,204.2,204.2,270.6,0.2,775,265.3333333,372.6666667,372.6666667,0,NA,435.1666667,497.5,673.1666667,0.166666667,308
s078,2,21,f,1,0,0,0,59,low,6,low,0.765124555,Coh_Amb,Coh,Amb,0.636363636,5586.142857,291.8333333,291.8333333,345.5,0.166666667,247,331.4285714,331.4285714,519.7142857,0.428571429,277.5,297.8333333,642,992.8333333,0.333333333,644
s079,3,22,m,1,0,0,0,69,high,14,high,0.790035587,Coh_Amb,Coh,Amb,0.507042254,2583.5,136.1666667,157.5,295.3333333,0.166666667,221.5,243,324,351.5,0.166666667,421,218.8333333,259.5,499.1666667,0.333333333,374
s080,4,20,f,1,0,0,0,57,low,11,low,0.807829181,Coh_Amb,Coh,Amb,0.666666667,4058.25,199.2857143,292.8571429,292.8571429,0,253.5,253.625,288.25,321.25,0.125,234.3333333,272.7142857,355.2857143,525.1428571,0.285714286,207.5
s081,1,23,f,1,0,0,0,78,high,41,high,0.829181495,Coh_Amb,Coh,Amb,0.583333333,3977.714286,205,242,242,0,218,233.3333333,233.3333333,337.8333333,0.166666667,181,235.4285714,282.7142857,712.1428571,0.285714286,149.4
s082,2,18,m,1,0,0,0,53,low,9,low,0.807829181,Coh_Amb,Coh,Amb,0.818181818,4119.555556,189,223.4285714,365.4285714,0.428571429,204.6666667,256.25,314.875,361,0.25,366,256.8888889,316.6666667,609.3333333,0.444444444,725.5
s083,3,19,m,1,0,0,0,65,low,8,low,0.854092527,Coh_Amb,Coh,Amb,0.591549296,4448.285714,252.4285714,252.4285714,252.4285714,0,248,195,195,195,0,NA,276.8571429,438.5714286,810.4285714,0.285714286,313.5
s084,4,19,f,1,0,0,0,66,high,4,low,0.743772242,Coh_Amb,Coh,Amb,0.583333333,4626.285714,263,263,599.8,0.4,247,212.8571429,248.1428571,320.1428571,0.285714286,368,273.1428571,445.8571429,1432.428571,0.714285714,257.6666667
s085,1,20,m,1,0,0,0,68,high,12,low,0.807829181,Coh_Amb,Coh,Amb,0.5,4004.666667,165.5,316.5,316.5,0,NA,246.6666667,315.6666667,346.3333333,0.166666667,198.3333333,316.6666667,339.3333333,953,0.666666667,319.6666667
s086,2,20,f,1,0,0,0,70,high,13,high,0.807829181,Coh_Amb,Coh,Amb,0.636363636,2919,219.2,219.2,258,0.2,295,182.7142857,182.7142857,182.7142857,0,565.5,279.2857143,326.2857143,1101.857143,0.714285714,332.5
s087,3,21,f,1,0,0,0,51,low,7,low,0.8113879,Coh_Amb,Coh,Amb,0.507042254,3696.666667,242.4,278.8,278.8,0,NA,261.3333333,291.1666667,371.3333333,0.166666667,409,263,403,848.4,0.8,461.5
s088,4,21,f,1,0,0,0,67,high,13,high,0.786476868,Coh_Amb,Coh,Amb,0.5,4529.666667,215,215,441.1666667,0.666666667,398,314,314,342.8333333,0.166666667,182,303.3333333,364.1666667,382.5,0.166666667,538
s089,1,19,m,1,0,0,0,65,low,14,high,0.871886121,Coh_Amb,Coh,Amb,0.666666667,4040.75,293,315.5714286,453.7142857,0.428571429,206,230.6666667,230.6666667,394.6666667,0.333333333,237.8,292.4285714,364.5714286,822.2857143,0.428571429,184.75
s090,2,19,f,1,0,0,0,61,low,21,high,0.807829181,Coh_Amb,Coh,Amb,0.636363636,3348.428571,218.3333333,218.3333333,218.3333333,0,344,247.8571429,271,271,0,131,344,376.1428571,564.2857143,0.428571429,247.6666667
s091,3,22,m,1,0,0,0,69,high,9,low,0.850533808,Coh_Amb,Coh,Amb,0.830985915,3474.59322,289,310.2,322.4,0.1,331.25,243.8,353.7,353.7,0,302.5,311.1,327.7,388.8,0.2,113
s092,4,19,m,1,0,0,0,77,high,31,high,0.893238434,Coh_Amb,Coh,Amb,0.75,2016,192.7777778,192.7777778,192.7777778,0,170,205.7142857,205.7142857,264.2857143,0.142857143,NA,245.4444444,245.4444444,266.1111111,0.111111111,NA
s093,1,20,m,1,0,0,0,73,high,19,high,0.829181495,Coh_Amb,Coh,Amb,0.583333333,4610.285714,283.8571429,283.8571429,283.8571429,0,NA,297.6666667,297.6666667,297.6666667,0,397,511.7142857,605.7142857,826,0.571428571,444.6666667
s094,2,20,f,1,0,0,0,60,low,10,low,0.701067616,Coh_Amb,Coh,Amb,0.181818182,2963.5,221,221,221,0,110,172.5,254,254,0,100,442,790.5,1228.5,1,163
s096,4,22,f,1,0,0,0,66,high,3,low,0.701067616,Coh_Amb,Coh,Amb,0.833333333,4421.2,241.1428571,241.1428571,241.1428571,0,176,272,272,435.6666667,0.444444444,136,308.1,486.3,763.8,0.4,333.75
s098,2,18,f,1,0,0,0,67,high,15,high,0.850533808,Coh_Amb,Coh,Amb,0.636363636,3301.285714,238.4,238.4,238.4,0,214,237,237,237,0,NA,284.5714286,476.1428571,500.2857143,0.142857143,185
s099,3,23,f,1,0,0,0,72,high,15,high,0.918149466,Coh_Amb,Coh,Amb,0.845070423,3912.1,278.6,287.2,307.5,0.1,415.75,287,287,287,0,221,192.1,568.2,1368.9,0.7,289.8
s100,3,22,f,1,0,0,0,63,low,0,low,0.896797153,Coh_Amb,Coh,Amb,0.845070423,4583.8,212.9,343.9,426.2,0.2,219.6,257,547.3333333,589.3333333,0.111111111,237.6,218.2,352.5,514.6,0.2,307.6
s101,2,20,f,1,0,0,0,70,high,12,low,0.765124555,Coh_Amb,Coh,Amb,0.363636364,4135.5,359,359,359,0,323,188.6666667,188.6666667,188.6666667,0,243.5,290.5,355.75,1274.75,0.75,577
s001,1,18,f,1,0,0,0,70,high,22,high,0.722419929,Anom_UA,Anom,UA,0.909090909,2732.1,220.2857143,220.2857143,249.2857143,0.142857143,NA,231.6666667,269.8888889,269.8888889,0,187,357.4285714,409.7142857,633.2857143,0.285714286,436
s002,2,19,f,1,0,0,0,65,low,17,high,0.850533808,Anom_UA,Anom,UA,0.915492958,3194.076923,226.1428571,226.1428571,253.7142857,0.142857143,175,198.5,280.8,280.8,0,225.3333333,210.4545455,228.5454545,289.4545455,0.090909091,181
s003,3,19,f,1,0,0,0,58,low,20,high,0.854092527,Anom_UA,Anom,UA,0.833333333,2357.8,224,224,224,0,134,154.8,154.8,154.8,0,NA,150.8571429,150.8571429,332.1428571,0.285714286,282
s004,4,19,f,1,0,0,0,59,low,11,low,0.786476868,Anom_UA,Anom,UA,0.75,4087.333333,255.75,270.625,450,0.375,200.25,218.7777778,335.2222222,335.2222222,0,328.25,247.1111111,380.5555556,987.2222222,0.666666667,182
s005,1,22,f,1,0,0,0,56,low,4,low,0.679715302,Anom_UA,Anom,UA,0.727272727,4089.125,219.7142857,237,237,0,323.25,306.625,306.625,306.625,0,265.5,270.25,455.25,575.125,0.25,179
s006,2,21,f,1,0,0,0,52,low,7,low,0.829181495,Anom_UA,Anom,UA,1,3837.253521,272.1818182,293.2727273,406.3636364,0.181818182,344.1428571,234.4,270.1,270.1,0,316,314.9090909,401.5454545,874.3636364,0.454545455,412.5
s007,3,22,f,1,0,0,0,74,high,17,high,0.871886121,Anom_UA,Anom,UA,0.833333333,4539.9,253.5,253.5,355.5,0.3,215.4285714,351.5555556,381.2222222,412.1111111,0.111111111,205.8,270.2857143,401.1428571,1082,0.714285714,288.8
s008,4,22,f,1,0,0,0,59,low,6,low,0.807829181,Anom_UA,Anom,UA,1,3442.5,222.5454545,238.7272727,438.2727273,0.090909091,203.75,283.9090909,297.9090909,357.5454545,0.090909091,198,216.0909091,275.7272727,663.6363636,0.727272727,220.25
s009,1,19,f,1,0,0,0,75,high,23,high,0.893238434,Anom_UA,Anom,UA,0.909090909,2174,179.8571429,179.8571429,179.8571429,0,NA,210.8333333,210.8333333,210.8333333,0,376.5,321,436.8888889,556.3333333,0.444444444,NA
s010,2,19,f,1,0,0,0,54,low,8,low,0.765124555,Anom_UA,Anom,UA,0.915492958,4157.323077,198.6363636,310.6363636,377.1818182,0.181818182,266,276.3636364,396.6363636,408.1818182,0.090909091,284,224.4444444,320.5555556,694.1111111,0.666666667,329.6666667
s011,3,19,f,1,0,0,0,64,low,11,low,0.87544484,Anom_UA,Anom,UA,1,4312.083333,203.9,203.9,323.2,0.3,244.5,203.1666667,211.75,307.5,0.166666667,166,196.1666667,206.5833333,632.6666667,0.5,319.25
s012,4,18,f,1,0,0,0,62,low,11,low,0.850533808,Anom_UA,Anom,UA,0.916666667,3292.545455,272.4444444,272.4444444,346.6666667,0.222222222,227,312.5454545,360.8181818,360.8181818,0,502,373.6363636,535.7272727,690.9090909,0.363636364,NA
s013,1,19,f,1,0,0,0,66,high,16,high,0.59430605,Anom_UA,Anom,UA,0.454545455,3659,196.3333333,196.3333333,252.6666667,0.333333333,268.5,285.2,316.8,316.8,0,255.5,278.6,315,377.8,0.2,387
s014,2,18,f,1,0,0,0,62,low,5,low,0.765124555,Anom_UA,Anom,UA,0.746478873,2421.037736,213,213,213,0,NA,195.5,268.625,322.75,0.125,232.5,207.1428571,317.4285714,664.2857143,0.571428571,179
s015,3,20,m,1,0,0,0,66,high,15,high,0.832740214,Anom_UA,Anom,UA,0.833333333,2103.5,291.8571429,291.8571429,438.7142857,0.285714286,186,284.3333333,302.6666667,302.6666667,0,192.25,226.1111111,226.1111111,604.8888889,0.666666667,305
s016,4,19,m,1,0,0,0,74,high,15,high,0.914590747,Anom_UA,Anom,UA,0.916666667,4023.454545,207.6666667,221.7777778,423.5555556,0.222222222,264.4,259.875,259.875,709,0.375,314,257,316.3636364,1683.181818,0.727272727,338.1666667
s017,1,20,m,1,0,0,0,71,high,18,high,0.850533808,Anom_UA,Anom,UA,0.818181818,2659,235.625,235.625,235.625,0,259.5,249.25,249.25,249.25,0,184,263.625,263.625,497.375,0.375,243
s019,3,27,m,1,0,0,0,71,high,41,high,0.850533808,Anom_UA,Anom,UA,0.916666667,2628,249.2,261.8,261.8,0,286,212.3,280.7,280.7,0,97,339.3,392,433.2,0.3,325
s020,4,18,m,1,0,0,0,69,high,4,low,0.893238434,Anom_UA,Anom,UA,1,5255.166667,315.3,328.6,369.9,0.3,264.4,336,388.4,411.2,0.1,344.4,350,512.75,1325.5,0.75,284
s021,1,21,f,1,0,0,0,69,high,20,high,0.765124555,Anom_UA,Anom,UA,0.727272727,1694.875,248.6666667,248.6666667,262.8333333,0.166666667,221.3333333,223,281.6666667,281.6666667,0,NA,182.1666667,234.5,288.5,0.333333333,NA
s022,2,18,f,1,0,0,0,45,low,6,low,0.893238434,Anom_UA,Anom,UA,1,5633.352113,259.6,275.9,385.7,0.3,216.125,207.4166667,238.4166667,405,0.25,249.4,242.5454545,406.1818182,1067.454545,0.545454545,388
s023,3,19,f,1,0,0,0,71,high,12,low,0.790035587,Anom_UA,Anom,UA,0.833333333,2431.4,208,269.6,306.8,0.2,140,253.7777778,288.8888889,311.8888889,0.111111111,394,338,372.4,748.6,0.6,143.3333333
s024,4,20,m,1,0,1,0,73,high,13,high,0.786476868,Anom_UA,Anom,UA,0.75,1524.555556,173.8333333,173.8333333,173.8333333,0,179,222.125,242,295.25,0.125,86,228.2857143,241.7142857,459.7142857,0.714285714,NA
s025,1,20,f,1,0,0,0,67,high,17,high,0.829181495,Anom_UA,Anom,UA,1,2844.272727,198.75,198.75,198.75,0,311.5,247.4,247.4,247.4,0,207,198.1111111,254.4444444,304.2222222,0.111111111,246.5
s026,2,21,f,1,0,1,0,70,high,25,high,0.743772242,Anom_UA,Anom,UA,1,4699.169014,295,309.5,389.5833333,0.25,294.8,301.1,375.2,785.7,0.4,355,309.9090909,377.9090909,573.6363636,0.363636364,237.25
s027,3,19,f,1,1,0,0,76,high,16,high,0.939501779,Anom_UA,Anom,UA,1,3755.5,251.4444444,338.5555556,379,0.111111111,408.6,248.8,306.2,306.2,0,359.5,286.0833333,430.4166667,1090,0.5,494.6666667
s028,4,20,m,1,0,0,0,64,low,23,high,0.829181495,Anom_UA,Anom,UA,0.916666667,2787.909091,230,230,304,0.333333333,NA,238.4444444,289.8888889,357.2222222,0.222222222,238,217.2222222,249.6666667,489.5555556,0.555555556,228.6666667
s029,1,18,f,1,0,0,0,64,low,12,low,0.743772242,Anom_UA,Anom,UA,0.909090909,4414,238.25,256.125,404.625,0.25,244.1666667,216.2,261.5,532.9,0.1,186.25,243.1428571,243.1428571,1849.571429,0.857142857,314
s030,2,19,f,1,0,0,0,63,low,18,high,0.765124555,Anom_UA,Anom,UA,0.830985915,3543.949153,237.75,277,277,0,206,265.9,313.3,330.6,0.1,151,206.4444444,277.3333333,820.1111111,0.777777778,271
s031,3,18,f,1,0,0,0,46,low,7,low,0.786476868,Anom_UA,Anom,UA,0.75,5796.777778,286.625,306.25,351.25,0.25,488.4,293.1111111,329.4444444,468.3333333,0.333333333,281.2,277.5555556,509.8888889,1568.111111,0.555555556,487.1666667
s032,4,19,f,1,0,0,0,65,low,11,low,0.850533808,Anom_UA,Anom,UA,1,3530.25,236.6666667,246,264.5555556,0.111111111,239.8,248,248,282.75,0.083333333,229.6666667,244.75,285.5,723.6666667,0.416666667,339.5
s033,1,19,f,1,0,0,0,70,high,14,high,0.765124555,Anom_UA,Anom,UA,0.818181818,3464.111111,313.75,313.75,370.25,0.25,255.3333333,257.8571429,298,352.4285714,0.285714286,217,263,296.4285714,593.2857143,0,152.6666667
s034,2,21,f,1,0,0,0,52,low,4,low,0.786476868,Anom_UA,Anom,UA,0.830985915,4516.949153,317.4444444,317.4444444,368.3333333,0.111111111,217,242.5,299.2,333.1,0.2,297.8,261,439.7,625,0.3,261.1666667
s035,3,19,f,1,0,0,0,73,high,16,high,0.832740214,Anom_UA,Anom,UA,1,2793.75,230,230,258.9090909,0.090909091,290,267,284.8181818,327.8181818,0,306.5,292.7272727,368.7272727,658.8181818,0.545454545,245
s036,4,18,m,1,0,0,0,59,low,6,low,0.615658363,Anom_UA,Anom,UA,0.416666667,4814.2,361.25,361.25,564.75,0.25,NA,308.5,308.5,352.75,0.25,312.6666667,303.2,345.6,2901.8,1,333
s037,1,20,f,1,0,0,0,78,high,17,high,0.765124555,Anom_UA,Anom,UA,0.909090909,2589.6,263.5,282.9,353.1,0.1,299,266.8888889,266.8888889,311.1111111,0.111111111,198.6,236.8571429,260,385.5714286,0.428571429,218
s038,2,19,f,1,0,0,0,63,low,10,low,0.850533808,Anom_UA,Anom,UA,1,4058.084507,239.7272727,256.9090909,256.9090909,0,310.1666667,265.75,328,335.0833333,0.083333333,475,255.5454545,322.1818182,746.7272727,0.363636364,112.5
s039,3,19,f,1,0,0,0,72,high,25,high,0.87544484,Anom_UA,Anom,UA,0.916666667,2284.636364,200.1,200.1,222.2,0.1,300.6666667,217,228.2222222,228.2222222,0,239,246.3636364,366.7272727,617.0909091,0.636363636,269
s040,4,21,f,1,0,0,0,74,high,17,high,0.850533808,Anom_UA,Anom,UA,0.916666667,3619.272727,226.2222222,274.7777778,348.2222222,0.333333333,346.6666667,267,320.8,469.8,0.3,172.5,241.5454545,472.8181818,725.3636364,0.363636364,436
s041,1,19,f,1,0,0,0,56,low,6,low,0.640569395,Anom_UA,Anom,UA,0.454545455,4141.2,227,227,349.6,0.4,253,220,220,264,0.25,163,246,246,1298.2,1,323
s042,2,20,f,1,0,0,0,72,high,10,low,0.871886121,Anom_UA,Anom,UA,0.915492958,3030.723077,309,309,309,0,251,237,237,374.4545455,0.363636364,261.8333333,226.125,250.75,587.25,0.5,197.2
